task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
503	04/38c93d	93900258	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (ERIEU04219.tsv)	COMPLETED	0	2024-01-24 07:43:57.608	14s	985ms	91.6%	12.4 MB	84.3 MB	9 MB	1.2 KB
504	b4/6fbd40	93900259	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (ELEEL25818.tsv)	COMPLETED	0	2024-01-24 07:43:58.596	13s	1.2s	103.3%	50 MB	311.1 MB	8.9 MB	1.8 KB
505	3f/1ceb2c	93900260	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (EQUAS25630.tsv)	COMPLETED	0	2024-01-24 07:44:12.645	14s	1.2s	102.0%	53.9 MB	318.1 MB	9 MB	1.1 KB
506	5d/f95283	93900261	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (FALTI22066.tsv)	COMPLETED	0	2024-01-24 07:44:13.599	13.1s	1s	86.0%	12.2 MB	84 MB	9.1 MB	1.8 KB
507	93/c675bd	93900262	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (ESOLU36631.tsv)	COMPLETED	0	2024-01-24 07:44:27.607	14s	991ms	90.6%	8.9 MB	81.9 MB	8.9 MB	1.8 KB
508	76/87b74e	93900263	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (CORMO01353.tsv)	COMPLETED	0	2024-01-24 07:44:28.603	13.1s	1s	89.9%	8.1 MB	81.9 MB	9.1 MB	1.8 KB
509	8e/20350e	93900264	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (CROPO18142.tsv)	COMPLETED	0	2024-01-24 07:44:42.668	34s	1s	91.3%	8.1 MB	81.9 MB	9 MB	1.9 KB
510	3e/8354c5	93900265	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (GAMAF11908.tsv)	COMPLETED	0	2024-01-24 07:44:43.654	33s	1s	91.1%	8.1 MB	81.9 MB	8.9 MB	846 B
511	8a/45cf3d	93900266	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (FICAL13474.tsv)	COMPLETED	0	2024-01-24 07:45:17.606	34s	961ms	90.6%	11 MB	83.1 MB	9 MB	1.9 KB
512	99/f65bf9	93900267	NFCORE_GETSTRUCTURES:GETSTRUCTURES:STATS:MERGE_STATS (1)	COMPLETED	0	2024-01-24 07:45:18.545	33.1s	1s	91.0%	10.9 MB	84.8 MB	8.9 MB	4.9 KB
513	43/71d0ce	93900268	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (AMPPE07297)	COMPLETED	0	2024-01-24 07:45:52.578	34.1s	2.1s	93.2%	39.1 MB	264.1 MB	15.3 MB	1.1 MB
514	dd/d4961b	93900269	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (AMPOC05179)	COMPLETED	0	2024-01-24 07:45:53.504	33.2s	2.5s	67.9%	22.6 MB	141.2 MB	15.3 MB	1.1 MB
515	bd/13ad77	93900270	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (AILME04103)	COMPLETED	0	2024-01-24 07:46:27.589	34s	1.9s	91.9%	33.4 MB	244.3 MB	13.9 MB	235.4 KB
516	c4/9e84b1	93900271	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (AOTNA36637)	COMPLETED	0	2024-01-24 07:46:28.617	33s	1.7s	84.5%	49.8 MB	276.7 MB	13.9 MB	235.5 KB
517	b9/e629f0	93900272	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (ANAPP09801)	COMPLETED	0	2024-01-24 07:47:02.617	34.1s	2.1s	79.8%	43.6 MB	252.4 MB	15.3 MB	1.1 MB
518	d7/965c24	93900273	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (ATHCN13109)	COMPLETED	0	2024-01-24 07:47:03.585	33.2s	2.3s	75.4%	33.9 MB	211 MB	15 MB	986.9 KB
519	5a/843599	93900274	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (ASTMX02127)	COMPLETED	0	2024-01-24 07:47:37.706	33.9s	2.3s	76.0%	35.5 MB	219.5 MB	15.3 MB	1.1 MB
520	31/dd19d3	93900275	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (AMPCI13446)	COMPLETED	0	2024-01-24 07:47:38.666	33s	1.8s	76.5%	49.8 MB	276.7 MB	15.4 MB	1.2 MB
521	3a/f93d3e	93900276	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (BOBOX31232)	COMPLETED	0	2024-01-24 07:48:12.588	14.1s	1.4s	83.3%	31.6 MB	175.6 MB	13.9 MB	235.5 KB
522	f1/928687	93900277	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (BRAFL13025)	COMPLETED	0	2024-01-24 07:48:13.511	13.2s	2.1s	80.3%	42.9 MB	250 MB	15.2 MB	1.1 MB
523	ec/6871ec	93900278	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (BOVIN34943)	COMPLETED	0	2024-01-24 07:48:27.581	14.1s	1.5s	84.1%	1.5 MB	17.7 MB	13.9 MB	235.5 KB
524	28/67a796	93900279	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CAVAP11557)	COMPLETED	0	2024-01-24 07:48:28.527	13.1s	2.2s	75.6%	32.8 MB	203.6 MB	15.1 MB	1 MB
525	58/ef5d5f	93900280	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CAPHI29511)	COMPLETED	0	2024-01-24 07:48:42.580	14.1s	2.1s	79.0%	41.6 MB	236.7 MB	15.3 MB	1.1 MB
526	00/902460	93900281	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CERAT30427)	COMPLETED	0	2024-01-24 07:48:43.597	13.1s	1.8s	85.4%	49.8 MB	276.7 MB	13.9 MB	235.5 KB
527	c3/5cad3d	93900282	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CARSF28719)	COMPLETED	0	2024-01-24 07:48:57.589	14s	1.8s	80.7%	46.3 MB	263.8 MB	14.5 MB	650.2 KB
528	57/358b5a	93900283	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CAVPO16059)	COMPLETED	0	2024-01-24 07:48:58.545	13.1s	1.5s	81.3%	31.5 MB	176 MB	13.9 MB	235.5 KB
529	45/393078	93900284	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CANLF00521)	COMPLETED	0	2024-01-24 07:49:12.727	13.9s	1.5s	82.7%	31.6 MB	176.1 MB	13.9 MB	235.5 KB
530	80/875442	93900285	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CALMI31260)	COMPLETED	0	2024-01-24 07:49:13.682	13s	2.1s	79.9%	42.1 MB	241.3 MB	15.2 MB	1.1 MB
531	c5/cc891b	93900286	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CAERE24207)	COMPLETED	0	2024-01-24 07:49:27.618	34s	2s	76.5%	41.6 MB	236.7 MB	14.9 MB	929.1 KB
532	7a/72e708	93900287	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (COLAP20227)	COMPLETED	0	2024-01-24 07:49:28.553	33.1s	2s	77.8%	41.6 MB	236.7 MB	15.3 MB	1.1 MB
533	2a/fbe8dc	93900288	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CHILA21852)	COMPLETED	0	2024-01-24 07:50:02.586	34.1s	1.9s	79.3%	44.6 MB	255.7 MB	14 MB	269 KB
534	e7/721cd3	93900289	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CALJA19069)	COMPLETED	0	2024-01-24 07:50:03.773	33s	1.6s	86.1%	2.1 MB	35.2 MB	13.9 MB	235.5 KB
535	8c/3b977f	93900290	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CHIPU00246)	COMPLETED	0	2024-01-24 07:50:37.726	33.9s	2.2s	90.2%	34.4 MB	245.4 MB	15.1 MB	1 MB
536	14/708f1a	93900291	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CHLGU18440)	COMPLETED	0	2024-01-24 07:50:38.662	33s	2.1s	81.2%	45 MB	258 MB	15.2 MB	1.1 MB
537	6a/c9713b	93900293	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CIOIN12651)	COMPLETED	0	2024-01-24 07:51:12.683	34s	2.1s	92.7%	35.5 MB	249 MB	15.3 MB	1.1 MB
538	65/36a531	93900294	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CEBIM38566)	COMPLETED	0	2024-01-24 07:51:13.601	33.1s	1.4s	84.1%	31.4 MB	175.6 MB	13.9 MB	235.5 KB
539	d6/89a958	93900295	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CYNSE02527)	COMPLETED	0	2024-01-24 07:51:47.679	34s	2s	77.1%	43.6 MB	252.4 MB	15.3 MB	1.1 MB
540	65/278e6d	93900296	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CHICK44071)	COMPLETED	0	2024-01-24 07:51:48.661	33s	1.9s	79.3%	45.8 MB	261 MB	15.3 MB	1.1 MB
541	08/03f951	93900297	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (DANRE43878)	COMPLETED	0	2024-01-24 07:52:22.696	33.9s	2s	79.7%	42.4 MB	241.6 MB	15.1 MB	1 MB
542	33/65281b	93900298	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (DASNO05028)	COMPLETED	0	2024-01-24 07:52:23.716	32.9s	1.4s	83.0%	2.9 MB	52.8 MB	13.9 MB	235.5 KB
543	be/f5573a	93900299	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (ECHNA02278)	COMPLETED	0	2024-01-24 07:52:57.630	34s	2s	80.0%	43.6 MB	252.5 MB	15.3 MB	1.2 MB
544	29/b21580	93900300	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CHLSB03494)	COMPLETED	0	2024-01-24 07:52:58.870	32.8s	1.8s	78.7%	45 MB	258 MB	13.9 MB	235.4 KB
545	84/bb3756	93900301	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (DIPOR13719)	COMPLETED	0	2024-01-24 07:53:32.690	9s	1.9s	80.9%	47.7 MB	273.4 MB	15.2 MB	1 MB
547	1b/58707c	93900303	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (ELEEL25818)	COMPLETED	0	2024-01-24 07:53:42.690	14s	2s	78.0%	41.6 MB	240.8 MB	15.2 MB	1.1 MB
548	5c/d39856	93900304	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (EQUAS25630)	COMPLETED	0	2024-01-24 07:53:57.694	14s	1.6s	85.2%	1.5 MB	17.7 MB	13.9 MB	235.5 KB
546	46/b75c2e	93900302	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (ERIEU04219)	COMPLETED	0	2024-01-24 07:53:33.684	43s	1.6s	80.2%	2.1 MB	35.2 MB	14 MB	269 KB
549	6e/a69bbd	93900306	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (FALTI22066)	COMPLETED	0	2024-01-24 07:54:12.658	14s	1.8s	75.8%	49.8 MB	276.7 MB	15.2 MB	1.1 MB
550	2b/daaab1	93900307	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (ESOLU36631)	COMPLETED	0	2024-01-24 07:54:17.673	9s	1.9s	79.9%	45 MB	258.1 MB	15.3 MB	1.1 MB
551	13/0b5eac	93900308	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CORMO01353)	COMPLETED	0	2024-01-24 07:54:27.710	14s	2s	81.5%	45 MB	258.1 MB	15.2 MB	1.1 MB
552	c4/bb67ad	93900309	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CROPO18142)	COMPLETED	0	2024-01-24 07:54:28.699	13s	2s	78.1%	39.7 MB	234.9 MB	15.3 MB	1.1 MB
553	d7/161df9	93900311	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (FICAL13474)	COMPLETED	0	2024-01-24 07:54:42.637	14s	2s	77.9%	43.9 MB	252.5 MB	15.3 MB	1.1 MB
194	1c/b38c69	93891682	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (HAPBU22127)	COMPLETED	0	2024-01-23 15:16:12.274	17h 26m 15s	1h 9m 57s	1319.8%	68.7 GB	135.4 GB	265.4 KB	103.3 KB
201	54/e012f7	93891686	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (HIPCM19652)	COMPLETED	0	2024-01-23 15:16:16.471	17h 26m 25s	1h 9m 57s	1339.1%	68.7 GB	135.4 GB	265.3 KB	67.2 KB
207	5d/be1cba	93891691	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (HORSE22409)	COMPLETED	0	2024-01-23 15:16:22.024	17h 26m 20s	1h 8m 40s	1390.5%	68.7 GB	135.4 GB	265.8 KB	69.6 KB
554	49/6b6d9a	93900649	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (HAPBU22127.tsv)	FAILED	0	2024-01-24 08:42:27.834	34s	963ms	91.4%	11.5 MB	83.4 MB	8.9 MB	1.8 KB
555	93/aaebae	93900650	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (HIPCM19652.tsv)	FAILED	0	2024-01-24 08:42:42.753	34s	1.2s	92.0%	8.1 MB	81.9 MB	8.9 MB	1.8 KB
556	0f/ee6606	93900651	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (HORSE22409.tsv)	FAILED	0	2024-01-24 08:42:43.714	33.1s	950ms	90.5%	12.4 MB	84.3 MB	8.9 MB	1.9 KB
197	6c/97a4ee	93891684	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (HETGA25925)	COMPLETED	0	2024-01-23 15:16:14.439	17h 27m 7s	1h 10m 17s	1332.4%	68.7 GB	135.4 GB	266.2 KB	70.7 KB
211	5f/f60c66	93891696	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (HYDVU07070)	COMPLETED	0	2024-01-23 15:16:27.985	18h 35m 44s	1h 9m 14s	1352.5%	68.7 GB	135.4 GB	266.1 KB	71 KB
142	88/dcd75f	93891695	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (CYPVA11375)	COMPLETED	0	2024-01-23 15:16:26.826	18h 36m 15s	1h 9m 9s	1361.6%	68.7 GB	135.4 GB	265.4 KB	68.4 KB
175	30/d5c828	93891698	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (FUKDA10489)	COMPLETED	0	2024-01-23 15:16:30.461	18h 36m 12s	1h 9m 12s	1381.4%	68.7 GB	135.4 GB	266.1 KB	280.8 KB
213	ad/43faf4	93891701	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ICTPU29512)	COMPLETED	0	2024-01-23 15:16:33.464	18h 36m 9s	1h 8m 59s	1347.1%	68.7 GB	135.4 GB	265.7 KB	68.2 KB
557	90/cfe257	93901524	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (HYDVU07070.tsv)	COMPLETED	0	2024-01-24 09:52:13.003	29.1s	1.2s	103.3%	50 MB	311.1 MB	8.9 MB	1.7 KB
558	93/d4a554	93901525	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (CYPVA11375.tsv)	COMPLETED	0	2024-01-24 09:52:43.006	34s	1.2s	102.6%	49.9 MB	311.1 MB	8.9 MB	1.9 KB
559	ec/52fc67	93901526	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (FUKDA10489.tsv)	COMPLETED	0	2024-01-24 09:52:43.964	33s	971ms	91.7%	10.8 MB	82.9 MB	9.1 MB	1.8 KB
560	60/4e9019	93901527	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (HYDVU07070)	COMPLETED	0	2024-01-24 09:52:44.968	32s	2.1s	77.9%	41.6 MB	236.7 MB	15.1 MB	1019.8 KB
561	b6/03c7e3	93901530	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (CYPVA11375)	COMPLETED	0	2024-01-24 09:53:17.945	34s	2s	82.5%	46.3 MB	263.9 MB	15.3 MB	1.2 MB
562	30/e2ba2b	93901531	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (FUKDA10489)	COMPLETED	0	2024-01-24 09:53:18.887	33.1s	2.1s	94.2%	39.3 MB	264.4 MB	15.1 MB	1 MB
218	44/ac66e9	93891707	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (ICTTR18013)	COMPLETED	0	2024-01-23 15:16:36.416	19h 47m 11s	1h 10m 52s	1308.8%	68.7 GB	135.4 GB	266.2 KB	248.9 KB
228	32/2dda62	93891721	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (KRYMA05915)	COMPLETED	0	2024-01-23 15:16:45.091	19h 47m 22s	1h 11m 26s	1294.3%	68.7 GB	135.4 GB	265.4 KB	105.1 KB
170	e3/4ed7b3	93891722	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (FELCA30069)	COMPLETED	0	2024-01-23 15:16:46.236	19h 47m 31s	1h 11m 38s	1353.8%	68.7 GB	135.4 GB	265.8 KB	231 KB
563	43/1cf3a7	93902388	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (ICTTR18013.tsv)	FAILED	0	2024-01-24 11:03:48.144	34s	1.2s	102.4%	50.6 MB	318.1 MB	9 MB	1.8 KB
564	db/280f4e	93902391	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (KRYMA05915.tsv)	FAILED	0	2024-01-24 11:04:08.145	34.1s	1.2s	91.5%	8.1 MB	78.9 MB	8.9 MB	1.9 KB
565	8a/86a86c	93902393	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (FELCA30069.tsv)	COMPLETED	0	2024-01-24 11:04:18.080	34.1s	1.2s	103.8%	51.9 MB	318.1 MB	9 MB	1.8 KB
566	d7/4529b8	93902399	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (FELCA30069)	COMPLETED	0	2024-01-24 11:04:53.186	34s	1.7s	77.7%	2.1 MB	35.2 MB	15.2 MB	1.1 MB
222	a2/a6705e	93891720	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (IXOSC05205)	COMPLETED	0	2024-01-23 15:16:43.690	19h 49m 13s	1h 13m 23s	1286.2%	68.7 GB	135.4 GB	265.4 KB	69.6 KB
567	2d/7e27a7	93902404	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (IXOSC05205.tsv)	COMPLETED	0	2024-01-24 11:05:58.122	34s	1.2s	103.6%	50 MB	310.9 MB	8.9 MB	1.8 KB
568	70/a04c61	93902409	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (IXOSC05205)	COMPLETED	0	2024-01-24 11:06:33.112	34s	2.2s	77.8%	39.1 MB	230.1 MB	15.3 MB	1.1 MB
239	9e/6ec527	93891728	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (LOXAF02921)	COMPLETED	0	2024-01-23 15:16:53.098	20h 58m 19s	1h 10m 24s	1370.0%	68.7 GB	135.4 GB	265.4 KB	237.1 KB
225	0e/e3213c	93891724	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (JUNHY13456)	COMPLETED	0	2024-01-23 15:16:48.544	20h 58m 49s	1h 11m 35s	1326.4%	68.7 GB	135.4 GB	265.3 KB	251.6 KB
231	fa/34ba8e	93891725	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (LATCH15673)	COMPLETED	0	2024-01-23 15:16:49.976	20h 58m 47s	1h 10m 33s	1391.1%	68.7 GB	135.4 GB	265.3 KB	67.3 KB
241	20/c78832	93891731	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (MACMU12547)	COMPLETED	0	2024-01-23 15:16:56.739	20h 58m 41s	1h 9m 4s	1360.8%	68.7 GB	135.4 GB	265.4 KB	237.1 KB
569	31/357648	93903048	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (LOXAF02921.tsv)	FAILED	0	2024-01-24 12:15:13.347	29.1s	1.2s	103.5%	50.6 MB	318.1 MB	9 MB	1.1 KB
570	b0/0835a1	93903050	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (JUNHY13456.tsv)	FAILED	0	2024-01-24 12:15:38.320	34s	1.2s	103.3%	51.9 MB	318.1 MB	9.1 MB	841 B
571	df/649a13	93903051	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (LATCH15673.tsv)	COMPLETED	0	2024-01-24 12:15:39.312	33s	958ms	90.9%	9.4 MB	82.4 MB	8.9 MB	1.9 KB
572	9c/d2aa39	93903052	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (MACMU12547.tsv)	COMPLETED	0	2024-01-24 12:15:40.310	32s	1.2s	91.8%	8.1 MB	49.3 MB	9 MB	1.1 KB
573	ed/c4faae	93903054	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (LATCH15673)	COMPLETED	0	2024-01-24 12:16:13.263	29.1s	1.8s	75.9%	1.5 MB	17.7 MB	15.3 MB	1.2 MB
574	8d/c3c532	93903055	NFCORE_GETSTRUCTURES:GETSTRUCTURES:DOWNLOAD_STRUCTURE_AFDB (MACMU12547)	COMPLETED	0	2024-01-24 12:16:14.431	32.9s	2.1s	72.1%	34.4 MB	211.3 MB	13.9 MB	235.4 KB
240	87/13bd5d	93891735	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (MACFA12494)	COMPLETED	0	2024-01-23 15:17:01.436	22h 9m 6s	1h 9m 58s	1336.9%	68.7 GB	135.4 GB	265.4 KB	237.1 KB
243	71/c2cd15	93891737	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (MACNE06374)	COMPLETED	0	2024-01-23 15:17:03.881	22h 9m 9s	1h 10m 23s	1342.7%	68.7 GB	135.4 GB	265.4 KB	237.1 KB
251	49/3366f5	93891738	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (MEGSC00789)	COMPLETED	0	2024-01-23 15:17:05.138	22h 9m 7s	1h 9m 57s	1379.0%	68.7 GB	135.4 GB	266 KB	69.5 KB
189	ff/0ff821	93891732	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (HALLE24703)	COMPLETED	0	2024-01-23 15:16:58.099	22h 9m 19s	1h 10m 9s	1365.3%	68.7 GB	135.4 GB	265.4 KB	251.6 KB
575	8e/bc66e7	93903382	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (MACFA12494.tsv)	FAILED	0	2024-01-24 13:26:08.506	34.1s	1.2s	104.2%	51.9 MB	318.1 MB	9 MB	1.1 KB
576	b0/7379dd	93903383	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (MACNE06374.tsv)	FAILED	0	2024-01-24 13:26:13.514	29.1s	1.2s	91.5%	8.6 MB	81.9 MB	9 MB	1.1 KB
577	6d/5ca050	93903384	NFCORE_GETSTRUCTURES:GETSTRUCTURES:FILTER_HITS (HALLE24703.tsv)	FAILED	0	2024-01-24 13:26:18.465	34s	1.2s	91.8%	8.1 MB	78.9 MB	9.1 MB	1.8 KB
256	06/b04b22	93891744	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (MICMU07574)	COMPLETED	0	2024-01-23 15:17:11.992	23h 19m 6s	1h 9m 53s	1371.6%	68.7 GB	135.4 GB	266.3 KB	70.8 KB
223	fc/a7cb13	93891740	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (JACJA03403)	COMPLETED	0	2024-01-23 15:17:07.700	23h 19m 25s	1h 9m 34s	1350.5%	68.7 GB	135.4 GB	265.3 KB	237.1 KB
184	0d/1193ae	93891741	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (GORGO41620)	COMPLETED	0	2024-01-23 15:17:08.919	23h 19m 24s	1h 9m 34s	1385.4%	68.7 GB	135.4 GB	266.2 KB	71.5 KB
246	80/ac5d8d	93891748	NFCORE_GETSTRUCTURES:GETSTRUCTURES:MMSEQS_EASYSEARCH_WF:MMSEQS_EASYSEARCH (MANJA35803)	COMPLETED	0	2024-01-23 15:17:15.514	23h 19m 22s	1h 9m 51s	1360.7%	68.7 GB	135.4 GB	265.3 KB	237.1 KB
